"","0 In Hand","1 In Hand","2 In Hand","3 In Hand","4 In Hand","5 In Hand","6 In Hand","7 In Hand"
"40 Copy(s) of Card Total",0.000354307731242607,0.00683996412160776,0.0503646087091754,0.181623935302589,0.339151042560349,0.311529462805435,0.110136678769598,0
"41 Copy(s) of Card Total",0.000232761930340138,0.00498337783700122,0.0405517077529349,0.161144118237245,0.330776213597711,0.333294568371809,0.129017252272958,0
"42 Copy(s) of Card Total",0.000148402946710946,0.00354307731242607,0.0320178496722911,0.140819246243873,0.319025590613312,0.353925705559601,0.150520127651784,0
"43 Copy(s) of Card Total",9.14271569740871e-05,0.00244995895868494,0.0247270240847767,0.120986516144224,0.303941735679391,0.372874540975223,0.174928797000723,0
"44 Copy(s) of Card Total",5.41351300840394e-05,0.0016408491831621,0.0186208396530837,0.101971264766887,0.285646213725876,0.389517564171649,0.202549133369257,0
"45 Copy(s) of Card Total",3.06016517144672e-05,0.00105900652663075,0.0136209630352706,0.0840787912907094,0.264349420075027,0.403150678917655,0.233710538502989,0
"46 Copy(s) of Card Total",1.63744421738296e-05,0.000654451638869328,0.00963198823794743,0.0675856057175877,0.24036083837909,0.412983622305892,0.268767119278438,0
"47 Copy(s) of Card Total",8.20156785283813e-06,0.000384125093086599,0.00654473637243743,0.0527301034746144,0.214099728960898,0.418134211699729,0.308098892831379,0
"48 Copy(s) of Card Total",3.78754620375965e-06,0.000211873039155767,0.00423998581391784,0.0397026661455919,0.186106247557463,0.417622419518946,0.352113020378719,0
"49 Copy(s) of Card Total",1.57814425156652e-06,0.000108260695657463,0.00259263276353717,0.0286351883319091,0.157052994466547,0.410364275864205,0.401245069733889,0
"50 Copy(s) of Card Total",5.7387063693328e-07,5.0213680731662e-05,0.00147628221351087,0.0195900306427791,0.12775699409621,0.395165598980347,0.455960306515784,0
"51 Copy(s) of Card Total",1.72161191079984e-07,2.04871817385181e-05,0.000768269315194428,0.0125483988148423,0.0991921049173256,0.370715553558486,0.516755014051221,0
"52 Copy(s) of Card Total",3.82580424622187e-08,6.96296372812381e-06,0.000355111150134314,0.00739814896113153,0.072501859819089,0.335580036876927,0.584157841970947,0
"53 Copy(s) of Card Total",4.78225530777734e-09,1.77421671918539e-06,0.000138388904096461,0.00392101894939972,0.0490127368674966,0.288194892780879,0.658731183499154,0
"54 Copy(s) of Card Total",0,2.58241786619976e-07,4.10604440725763e-05,0.00177928590981164,0.0302478604667978,0.226858953500984,0.741072581436548,0
